id,start,end,today,head_of_household,lga_of_residence,Village,birth_year,Gender,Marital_Status,Household_size,Educational_Level,Living_Arrangement,roof_type,Religious_Affiliation,coop_society_member,Specify_cooperative_society,planting_time,farmland_cultivated_ha,measure_of_seed,bags_of_potato_seeds,baskets_of_potato_seed,cost_of_seeds,cost_of_farm_prep,fert_bags_required,fert_bags_purchased_preseason,total_fert_bags_purchased,total_cost_of_fert,pesticides,farmland_other_crops,farm_prep_cost_other_crops,mixed_cropping,years_of_experience,prior_participation,potato_variety,potato_variety_caruso,potato_variety_marabel,potato_variety_lady_cristyl,potato_variety_nicola,potato_variety_other,potato_variety_diamant,time_of_harvest,time_of_harvest_may,time_of_harvest_june,time_of_harvest_july,time_of_harvest_august,time_of_harvest_september,time_of_harvest_october,quantity_harvested_bags,need_a_store,find_storage_facility,who_owns_facility,self_owned_facility,potato_value_chain_facility,individuals_owned_facility,a_group_facility,government_owned_facility,facility_by_others,potato_storage_time,bags_of_potato_stored,cost_of_storage,post_harvest_losses,post_harvest_loss_bags,potato_sold_bags,potato_bag_price,hired_labourers,hired_labourers_num,labourers_wages,nature_of_labour,want_copy_of_report,email_provider,core_potato_lga,farm_prep_prop,fert_prop,time_taken,survey_day,survey_month,potato_farmsize_ha,potato_seeds_tons,farmsize_others_ha,potato_harvested_tons,qty_potato_stored_tons,post_harvest_loss_tons,potato_sold_tons,potato_price_kg,potato_price_ton
1998-M-0850,2023-08-26T03:50:08Z,2023-08-26T03:53:31Z,2023-08-26,yes,Pankshin,Lankan,1998,Male,Married,5,tertiary_education,owned,zinc,christian,yes,Lankan potato farmers group,may,1,baskets,0,5,45000,17500,3,9,9,120000,Chlorpyrofor carbamaters and Organophosphates,2,20000,yes,5,yes,caruso marabel other,1,1,0,0,1,0,august,0,0,0,1,0,0,14,yes,no,na,0,0,0,0,0,0,0,0,0,no,0,12,13500,no,0,0,manual,no,na,Yes,46.67,300,3.37671666940053,Saturday,August,0.045,0.12,0.09,0.7,0,0,0.6,0.24,240
1998-M-0879,2023-08-26T04:26:34Z,2023-08-26T04:29:58Z,2023-08-26,yes,Pankshin,Nungwus,1998,Male,Married,5,secondary_education,owned,zinc,christian,yes,Nungwus Farmers Association,may,1,baskets,0,5,40000,16000,3,8,8,120000,Chlorpyrofor carbamaters and Organophosphates glory baking soda vegetables oil mild soap,2,20000,no,4,yes,caruso marabel nicola other,1,1,0,1,1,0,august,0,0,0,1,0,0,14,yes,no,na,0,0,0,0,0,0,0,0,0,no,0,12,13500,no,0,0,manual,no,na,Yes,44.44,266.67,3.4066166639328,Saturday,August,0.045,0.12,0.09,0.7,0,0,0.6,0.24,240
1998-M-5798,2023-08-26T04:52:04Z,2023-08-26T04:58:23Z,2023-08-26,yes,Pankshin,Nungwus,1998,Male,Married,5,secondary_education,owned,zinc,christian,yes,Nungwus Farmers Association,may,1,baskets,0,5,55000,18500,3,8,8,120000,Chlorpyrofor carbamaters and Organophosphates glory baking soda vegetables oil mild soap,1,20000,no,4,yes,marabel nicola other,0,1,0,1,1,0,august,0,0,0,1,0,0,16,yes,no,na,0,0,0,0,0,0,0,0,0,no,0,14,13500,no,0,0,manual,no,na,Yes,48.05,266.67,6.31681666771571,Saturday,August,0.045,0.12,0.04,0.8,0,0,0.7,0.28,280
1998-F-3699,2023-08-31T12:34:46Z,2023-08-31T12:40:47Z,2023-08-31,no,Jos East,KUSHIM RIYEA MCS,1998,Female,Single,5,secondary_education,inherited,zinc,christian,yes,KUSHIM RIYEA MCS,may,4,bags,6,0,118000,30000,7,3,5,105000,"glory, ddforce, ampligo",7,35000,yes,5,yes,marabel other,0,1,0,0,1,0,august,0,0,0,1,0,0,18,no,na,na,0,0,0,0,0,0,0,0,0,no,0,17,18700,no,0,0,manual,no,na,Yes,46.15,42.86,6.02945000330607,Thursday,August,0.18,0.3,0.32,0.9,0,0,0.85,0.34,340
1998-F-8152,2023-08-31T18:55:27Z,2023-08-31T19:19:25Z,2023-08-31,no,Jos South,Nyango Gura Gyel,1998,Female,Single,5,secondary_education,inherited,zinc,christian,yes,Kanchu farmers group,may,2,baskets,0,4,60000,12000,2,2,2,53000,Glory,2,7000,yes,5,no,marabel,0,1,0,0,0,0,august,0,0,0,1,0,0,24,no,na,na,0,0,0,0,0,0,0,0,0,no,0,23,18000,yes,12,24000,manual,no,na,Yes,63.16,100,23.9635999997457,Thursday,August,0.09,0.1,0.09,1.2,0,0,1.15,0.46,460
1998-F-5917,2023-09-03T04:27:35Z,2023-09-03T12:34:54Z,2023-09-03,no,Jos South,Hwak Kuru,1998,Female,Single,5,secondary_education,inherited,zinc,christian,yes,Gasen-Hwak farmers,may,2,baskets,0,4,60000,15000,2,2,2,53000,Glory,3,10000,yes,8,no,nicola,0,0,0,1,0,0,july,0,0,1,0,0,0,16,no,na,na,0,0,0,0,0,0,0,0,0,no,0,15,17000,yes,16,32000,manual,no,na,Yes,60,100,487.320833333333,Sunday,September,0.09,0.1,0.14,0.8,0,0,0.75,0.3,300
1998-F-7000,2023-09-03T13:19:49Z,2023-09-03T17:32:38Z,2023-09-03,no,Jos South,Ji-Lah Turu,1998,Female,Married,5,secondary_education,owned,zinc,christian,yes,Teyei farmers,may,2,baskets,0,40000,60000,13000,2,2,23,53000,"Best, cabro, z-force",2,8000,yes,5,no,other,0,0,0,0,1,0,august,0,0,0,1,0,0,16,no,na,na,0,0,0,0,0,0,0,0,0,no,0,15,18500,yes,15,30000,manual,no,na,Yes,61.9,100,252.824933330218,Sunday,September,0.09,1000,0.09,0.8,0,0,0.75,0.3,300
1998-M-8747,2023-09-03T16:33:23Z,2023-09-03T17:35:53Z,2023-09-03,no,Jos South,Tya Vwang,1998,Male,Single,5,tertiary_education,inherited,zinc,christian,yes,Nerat group Tya,may,2,baskets,0,4,60000,13000,2,2,2,53000,"Glory, cabro, z-force, best",3,12000,yes,9,no,marabel,0,1,0,0,0,0,july,0,0,1,0,0,0,16,no,na,na,0,0,0,0,0,0,0,0,0,no,0,15,16500,yes,12,24000,manual,no,na,Yes,52,100,62.4997833331426,Sunday,September,0.09,0.1,0.14,0.8,0,0,0.75,0.3,300
1998-M-4203,2023-08-15T15:01:34Z,2023-08-15T15:13:33Z,2023-08-15,no,Mangu,Anguwan uban doma chanso,1998,Male,Single,4,secondary_education,rented,zinc,muslim,no,na,april,50,bags,2,0,35000,5000,3,2,2,20000,Glory,1,25000,no,3,no,caruso,1,0,0,0,0,0,july,0,0,1,0,0,0,5,no,na,na,0,0,0,0,0,0,0,0,0,no,0,4,45000,no,0,0,manual,no,na,Yes,16.67,66.67,11.9764833331108,Tuesday,August,2.25,0.1,0.04,0.25,0,0,0.2,0.08,80
1998-M-1995,2023-08-15T20:31:16Z,2023-08-15T20:38:18Z,2023-08-15,yes,Pankshin,Mail 8,1998,Male,Married,4,tertiary_education,owned,zinc,christian,yes,Mail 8potato farmers group,may,1,bags,2,0,30000,16500,2,9,9,180000,"Mild soap, liquid soap, baking soda, vegetables oil.",2,35000,yes,5,yes,marabel other,0,1,0,0,1,0,august,0,0,0,1,0,0,26,no,na,na,0,0,0,0,0,0,0,0,0,yes,3,20,14000,no,0,0,manual,no,na,Yes,32.04,450,7.02956666946411,Tuesday,August,0.045,0.1,0.09,1.3,0,0.15,1,0.4,400
1998-M-6036,2023-08-17T19:54:51Z,2023-08-17T21:10:50Z,2023-08-17,yes,Pankshin,Longji Laraya,1998,Male,Married,4,secondary_education,owned,zinc,christian,yes,Longji Laraya,may,2,bags,6,0,60000,20000,3,10,10,200000,"Glory, Mild soap, vegetables oil, baking soda, liquid soap",2,32000,yes,6,no,caruso marabel other,1,1,0,0,1,0,august,0,0,0,1,0,0,32,yes,no,na,0,0,0,0,0,0,0,0,0,yes,2,27,14000,no,0,0,manual,no,na,Yes,38.46,333.33,75.9789166649183,Thursday,August,0.09,0.3,0.09,1.6,0,0.1,1.35,0.54,540
1998-F-0967,2023-08-17T23:04:47Z,2023-08-17T23:08:28Z,2023-08-18,no,Pankshin,Longji Laraya,1998,Female,Married,4,secondary_education,owned,zinc,christian,yes,Longji Laraya,may,1,bags,2,0,40000,10000,2,40000,40,80000,Mild soap vegetables oil baking soda liquid soap,1,5,yes,5,no,marabel,0,1,0,0,0,0,august,0,0,0,1,0,0,15,yes,no,na,0,0,0,0,0,0,0,0,0,yes,1,13,15500,no,0,0,manual,no,na,Yes,99.95,2000000,3.68585000038147,Thursday,August,0.045,0.1,0.04,0.75,0,0.05,0.65,0.26,260
1998-F-7197,2023-08-18T16:13:31Z,2023-08-18T16:17:31Z,2023-08-18,no,Pankshin,Duna Kirnytol,1998,Female,Married,4,secondary_education,owned,zinc,christian,yes,Duna Kirnytol Potato farmers,may,1,baskets,0,7,125000,20000,3,6,6,120000,Chlorpyrofor carbamaters and Organophosphates,1,20500,yes,5,yes,marabel other,0,1,0,0,1,0,august,0,0,0,1,0,0,18,yes,no,na,0,0,0,0,0,0,0,0,0,yes,1,16,15000,no,0,0,manual,no,na,Yes,49.38,200,3.99514999787013,Friday,August,0.045,0.17,0.04,0.9,0,0.05,0.8,0.32,320
1998-F-7530,2023-08-22T07:32:36Z,2023-08-22T07:36:38Z,2023-08-22,no,Mangu,DUNGLA'AR,1998,Female,Single,4,primary_education,inherited,zinc,christian,no,na,may,100,bags,5,0,50000,50000,5,3,4,100000,Mancozeb,100,50000,no,5,no,marabel,0,1,0,0,0,0,july,0,0,1,0,0,0,52,yes,yes,self,1,0,0,0,0,0,38,50,1500,no,0,45,20000,yes,4,40000,manual,no,na,Yes,50,60,4.03713333209356,Tuesday,August,4.5,0.25,4.5,2.6,2.5,0,2.25,0.9,900
1998-F-5100,2023-08-22T12:21:29Z,2023-08-22T12:26:50Z,2023-08-22,no,Kanke,Shakto,1998,Female,Married,4,secondary_education,owned,zinc,christian,yes,Mukhikshak mcs,march,5,bags,1,0,25000,15000,2,4,4,114000,"Dragon, forceup, weedcrusher",5,18000,no,1,no,marabel,0,1,0,0,0,0,june,0,1,0,0,0,0,9,yes,yes,self,1,0,0,0,0,0,21,9,4500,yes,3,8,20000,yes,4,13000,manual,no,na,No,45.45,200,5.34780000050863,Tuesday,August,0.225,0.05,0.22,0.45,0.45,0.15,0.4,0.16,160
1998-F-3848,2023-08-22T17:02:56Z,2023-08-22T17:05:43Z,2023-08-22,no,Mangu,KWA,1998,Female,Single,4,primary_education,inherited,zinc,christian,no,na,may,100,bags,5,0,100000,50000,5,3,4,100000,Glory,50,25000,no,4,no,marabel,0,1,0,0,0,0,august,0,0,0,1,0,0,55,yes,yes,self,1,0,0,0,0,0,30,50,1500,no,0,38,20000,yes,4,40000,manual,no,na,Yes,66.67,60,2.78550000190735,Tuesday,August,4.5,0.25,2.25,2.75,2.5,0,1.9,0.76,760
1998-F-0967,2023-08-22T18:24:49Z,2023-08-22T18:28:54Z,2023-08-22,no,Mangu,BONGWAT,1998,Female,Single,4,primary_education,inherited,zinc,christian,no,na,may,100,bags,5,0,100000,50000,5,3,4,100000,Glory,100,50000,no,3,no,marabel,0,1,0,0,0,0,july,0,0,1,0,0,0,53,yes,yes,self,1,0,0,0,0,0,30,50,1000,no,0,48,20000,yes,5,50000,manual,no,na,Yes,50,60,4.08260000149409,Tuesday,August,4.5,0.25,4.5,2.65,2.5,0,2.4,0.96,960
1998-F-8755,2023-08-22T20:25:47Z,2023-08-22T20:29:33Z,2023-08-22,no,Mangu,DUNGLA'AR,1998,Female,Single,4,primary_education,inherited,zinc,christian,no,na,may,100,bags,5,0,100000,50000,5,3,4,100000,Copper fungicides,100,50000,yes,55,no,marabel,0,1,0,0,0,0,july,0,0,1,0,0,0,53,yes,yes,self,1,0,0,0,0,0,30,50,1500,no,0,50,20000,yes,5,50000,manual,no,na,Yes,50,60,3.75196666717529,Tuesday,August,4.5,0.25,4.5,2.65,2.5,0,2.5,1,1000
1998-F-4936,2023-08-22T21:35:44Z,2023-08-22T21:39:02Z,2023-08-22,no,Mangu,KWAHAS,1998,Female,Married,4,non_formal_education,owned,zinc,christian,no,na,may,100,bags,5,0,100000,50000,5,3,4,100000,Glory,100,50000,yes,4,no,marabel,0,1,0,0,0,0,july,0,0,1,0,0,0,52,yes,yes,self,1,0,0,0,0,0,30,50,1500,no,0,45,20000,yes,5,50000,manual,no,na,Yes,50,60,3.29021666447322,Tuesday,August,4.5,0.25,4.5,2.6,2.5,0,2.25,0.9,900
1998-F-2280,2023-08-23T07:15:06Z,2023-08-23T07:24:23Z,2023-08-23,no,Pankshin,Mail 8,1998,Female,Married,4,secondary_education,owned,zinc,christian,yes,Potato farmers Association mail 8,may,1,baskets,0,7,90000,16500,3,6,6,80000,Chlorpyrofor carbamaters and Organophosphates,1,16000,yes,3,yes,marabel,0,1,0,0,0,0,august,0,0,0,1,0,0,16,yes,no,na,0,0,0,0,0,0,0,0,0,no,0,14,13500,no,0,0,manual,no,na,Yes,50.77,200,9.28234999974569,Wednesday,August,0.045,0.17,0.04,0.8,0,0,0.7,0.28,280
1998-F-1553,2023-08-23T07:40:01Z,2023-08-23T08:46:17Z,2023-08-23,no,Mangu,ANGWAN MUPUN,1998,Female,Single,4,non_formal_education,inherited,zinc,christian,no,na,may,100,bags,5,0,100000,50000,5,3,4,100000,Glory,100,50000,yes,4,no,marabel,0,1,0,0,0,0,july,0,0,1,0,0,0,55,yes,yes,self,1,0,0,0,0,0,30,50,1000,no,0,50,20000,yes,5,50000,manual,no,na,Yes,50,60,66.263466668129,Wednesday,August,4.5,0.25,4.5,2.75,2.5,0,2.5,1,1000
1998-M-0825,2023-08-24T05:58:02Z,2023-08-24T06:00:26Z,2023-08-24,yes,Pankshin,Kwalla,1998,Male,Married,4,secondary_education,owned,zinc,christian,yes,Kwalla potato farmers Association,may,1,bags,5,0,50000,15000,2,9,9,120000,Chlorpyrofor carbamaters glory,2,20000,no,2,no,marabel,0,1,0,0,0,0,august,0,0,0,1,0,0,8,yes,no,na,0,0,0,0,0,0,0,0,0,no,0,6,13000,no,0,0,manual,no,na,Yes,42.86,450,2.39330000082652,Thursday,August,0.045,0.25,0.09,0.4,0,0,0.3,0.12,120
1998-M-3324,2023-08-24T06:06:39Z,2023-08-24T06:09:19Z,2023-08-24,yes,Pankshin,Manton,1998,Male,Married,4,secondary_education,owned,zinc,christian,yes,Potato farmers Association Jimin,may,1,bags,5,0,45000,17500,3,9,9,130000,Chlorpyrofor carbamaters glory,2,25000,no,2,no,marabel,0,1,0,0,0,0,august,0,0,0,1,0,0,7,yes,no,na,0,0,0,0,0,0,0,0,0,no,0,6,13000,no,0,0,manual,no,na,Yes,41.18,300,2.66686666806539,Thursday,August,0.045,0.25,0.09,0.35,0,0,0.3,0.12,120
1998-F-4232,2023-08-25T07:49:44Z,2023-08-25T07:53:22Z,2023-08-25,no,Pankshin,Pang,1998,Female,Married,4,tertiary_education,owned,zinc,christian,yes,Pang Fadama potato farmers,may,1,baskets,0,3,35000,15000,2,4,4,80000,Chlorpyrofor carbamaters glory,1,15000,yes,4,yes,marabel lady_cristyl other,0,1,1,0,1,0,august,0,0,0,1,0,0,7,yes,no,na,0,0,0,0,0,0,0,0,0,no,0,15,13000,no,0,0,manual,no,na,Yes,50,200,3.6285999973615,Friday,August,0.045,0.07,0.04,0.35,0,0,0.75,0.3,300
1998-F-8555,2023-08-25T07:58:55Z,2023-08-25T08:06:57Z,2023-08-25,no,Pankshin,Pang,1998,Female,Married,4,secondary_education,owned,zinc,christian,yes,Pang Fadama potato farmers,may,1,baskets,0,3,35000,15500,2,4,4,80000,Chlorpyrofor carbamaters glory,1,17500,yes,3,yes,marabel other,0,1,0,0,1,0,august,0,0,0,1,0,0,8,yes,no,na,0,0,0,0,0,0,0,0,0,no,0,6,12500,no,0,0,manual,no,na,Yes,46.97,200,8.03046666781108,Friday,August,0.045,0.07,0.04,0.4,0,0,0.3,0.12,120
1998-F-0911,2023-08-25T09:39:12Z,2023-08-25T09:41:42Z,2023-08-25,no,Mangu,Tong'ashak,1998,Female,Married,4,secondary_education,owned,zinc,christian,no,na,april,150,bags,10,0,35000,5000,8,6,7,175000,Mancozeb,150,5000,no,8,yes,caruso,1,0,0,0,0,0,august,0,0,0,1,0,0,95,no,na,na,0,0,0,0,0,0,0,0,0,no,0,90,37000,yes,4,9000,manual,no,na,Yes,50,75,2.50433333317439,Friday,August,6.75,0.5,6.75,4.75,0,0,4.5,1.8,1800
1998-F-5913,2023-08-26T04:08:59Z,2023-08-26T04:12:35Z,2023-08-26,no,Pankshin,Langpang,1998,Female,Married,4,tertiary_education,owned,zinc,christian,yes,Land Fadama Farmers group,may,1,baskets,0,3,35000,15000,2,4,4,80000,Chlorpyrofor carbamaters glory,1,16500,no,2,yes,marabel other,0,1,0,0,1,0,august,0,0,0,1,0,0,5,yes,no,na,0,0,0,0,0,0,0,0,0,no,0,4,13500,no,0,0,manual,no,na,Yes,47.62,200,3.60676666895549,Saturday,August,0.045,0.07,0.04,0.25,0,0,0.2,0.08,80
1998-F-7784,2023-08-26T07:08:52Z,2023-08-26T07:12:13Z,2023-08-26,no,Mangu,Kombun,1998,Female,Married,4,secondary_education,owned,zinc,christian,no,na,april,50,bags,6,0,37000,3000,5,3,4,95000,Glory,50,3000,no,4,no,lady_cristyl,0,0,1,0,0,0,july,0,0,1,0,0,0,43,no,na,na,0,0,0,0,0,0,0,0,0,no,0,41,40000,no,0,0,manual,no,na,Yes,50,60,3.349966665109,Saturday,August,2.25,0.3,2.25,2.15,0,0,2.05,0.82,820
1998-F-7465,2023-08-27T10:59:57Z,2023-08-27T11:05:19Z,2023-08-27,no,Kanke,Tingwut,1998,Female,Married,4,secondary_education,inherited,zinc,christian,yes,Rotshang,march,1,bags,1,0,25000,16500,2,2,4,114000,"Dragon, Stricker, uproot",4,16000,no,1,no,marabel,0,1,0,0,0,0,june,0,1,0,0,0,0,6,yes,yes,self,1,0,0,0,0,0,14,6,1500,yes,4,6,20000,yes,3,14000,manual,no,na,No,50.77,100,5.37006666660309,Sunday,August,0.045,0.05,0.18,0.3,0.3,0.2,0.3,0.12,120
1998-F-4748,2023-09-03T05:00:48Z,2023-09-03T05:04:55Z,2023-09-03,no,Qua'an Pan,Dokan kasuwa,1998,Female,Single,4,non_formal_education,rented,zinc,christian,yes,Mernyang cooperative society,june,2,baskets,0,4,42000,12000,2,0,1,30000,Pestuck and dominator,25,65000,no,6,yes,marabel nicola,0,1,0,1,0,0,august,0,0,0,1,0,0,6,yes,no,na,0,0,0,0,0,0,0,0,0,yes,1,5,24800,yes,2,7000,manual,no,na,No,15.58,0,4.11611666679382,Sunday,September,0.09,0.1,1.12,0.3,0,0.05,0.25,0.1,100
1998-M-7480,2023-08-18T09:34:33Z,2023-08-18T09:39:11Z,2023-08-18,yes,Wase,Kuyambana ward,1998,Male,Married,3,primary_education,owned,zinc,muslim,no,na,may,4,bags,10,0,30000,160000,2,1,1,25000,Vest miazit,6,200000,no,1,no,marabel,0,1,0,0,0,0,september,0,0,0,0,1,0,25,no,na,na,0,0,0,0,0,0,0,0,0,no,0,20,250000,yes,5,14000,manual,no,na,No,44.44,50,4.63075000047684,Friday,August,0.18,0.5,0.27,1.25,0,0,1,0.4,400
1998-F-4875,2023-08-18T15:57:29Z,2023-08-18T16:00:51Z,2023-08-18,yes,Pankshin,Duna Kirnytol,1998,Female,Married,3,secondary_education,owned,zinc,christian,yes,Duna Kirnytol Potato farmers,may,1,baskets,0,6,90000,16500,2,5,5,100000,Chlorpyrofor carbamaters and Organophosphates,1,18500,yes,4,yes,marabel other,0,1,0,0,1,0,august,0,0,0,1,0,0,18,yes,no,na,0,0,0,0,0,0,0,0,0,yes,1,16,15000,no,0,0,manual,no,na,Yes,47.14,250,3.37051666975021,Friday,August,0.045,0.15,0.04,0.9,0,0.05,0.8,0.32,320
1998-M-1497,2023-08-18T15:56:28Z,2023-08-18T16:01:07Z,2023-08-18,yes,Mangu,Pang panyam,1998,Male,Married,3,tertiary_education,owned,zinc,christian,no,na,april,50,bags,5,0,40000,2500,4,2,3,75000,Copper fungicide,50,2000,no,4,no,nicola,0,0,0,1,0,0,july,0,0,1,0,0,0,43,no,na,na,0,0,0,0,0,0,0,0,0,no,0,40,38000,no,0,0,manual,no,na,Yes,55.56,50,4.63986666599909,Friday,August,2.25,0.25,2.25,2.15,0,0,2,0.8,800
1998-M-9044,2023-08-22T04:47:44Z,2023-08-22T04:50:55Z,2023-08-22,yes,Pankshin,Fier,1998,Male,Married,3,primary_education,owned,zinc,christian,yes,Fier Potato farmers Association,may,1,bags,8,0,105000,200000,4,9,9,160000,Chlorpyrofor carbamaters and Organophosphates,2,35000,yes,5,yes,marabel,0,1,0,0,0,0,august,0,0,0,1,0,0,22,yes,no,na,0,0,0,0,0,0,0,0,0,yes,0,19,13200,no,0,0,manual,no,na,Yes,85.11,225,3.17978333234787,Tuesday,August,0.045,0.4,0.09,1.1,0,0,0.95,0.38,380
1998-M-3091,2023-08-22T20:47:35Z,2023-08-22T20:50:32Z,2023-08-22,no,Mangu,KWAHAS,1998,Male,Single,3,non_formal_education,inherited,zinc,christian,no,na,may,100,bags,5,0,100000,50000,5,3,4,100000,Glory,100,50000,yes,5,no,caruso,1,0,0,0,0,0,august,0,0,0,1,0,0,58,yes,yes,self,1,0,0,0,0,0,30,54,2000,no,0,47,20000,yes,5,50000,manual,no,na,Yes,50,60,2.95116666555405,Tuesday,August,4.5,0.25,4.5,2.9,2.7,0,2.35,0.94,940
1998-F-3656,2023-08-23T04:36:48Z,2023-08-23T04:40:49Z,2023-08-23,no,Pankshin,Chip,1998,Female,Married,3,secondary_education,owned,zinc,christian,yes,Belongdeyil,may,1,baskets,0,2,30000,15000,2,10,10,200000,Chlorpyrofor carbamaters and Organophosphates,2,30000,no,2,yes,marabel,0,1,0,0,0,0,august,0,0,0,1,0,0,13,yes,no,na,0,0,0,0,0,0,0,0,0,no,0,10,13000,no,0,0,manual,no,na,Yes,33.33,500,4.02064999739329,Wednesday,August,0.045,0.05,0.09,0.65,0,0,0.5,0.2,200
1998-F-0384,2023-08-24T19:21:54Z,2023-08-24T19:25:04Z,2023-08-24,no,Mangu,Tong'ashak,1998,Female,Married,3,secondary_education,owned,zinc,christian,no,na,april,100,bags,8,0,35000,3500,7,5,6,145000,Mancozeb,100,3500,no,4,no,marabel,0,1,0,0,0,0,august,0,0,0,1,0,0,68,no,na,na,0,0,0,0,0,0,0,0,0,no,0,65,38000,no,0,0,manual,no,na,Yes,50,71.43,3.17804999748866,Thursday,August,4.5,0.4,4.5,3.4,0,0,3.25,1.3,1300
1998-F-5691,2023-08-24T15:42:04Z,2023-08-24T19:29:01Z,2023-08-24,no,Bassa,Miango,1998,Female,Single,3,secondary_education,inherited,zinc,christian,yes,Nworina Famers Group,may,1,bags,1,0,20000,6000,1,1,1,25000,Glory and Contact,4,25000,no,5,no,nicola,0,0,0,1,0,0,july,0,0,1,0,0,0,9,no,na,na,0,0,0,0,0,0,0,0,0,yes,1,8,22000,yes,7,8000,manual,no,na,Yes,19.35,100,226.953283333778,Thursday,August,0.045,0.05,0.18,0.45,0,0.05,0.4,0.16,160
1998-F-8231,2023-08-25T12:46:06Z,2023-08-25T12:48:55Z,2023-08-25,no,Mangu,Sabon gida,1998,Female,Single,3,secondary_education,owned,zinc,christian,no,na,april,50,bags,6,0,37000,3500,5,4,5,100000,Phosphine Acid,50,3500,no,5,yes,nicola,0,0,0,1,0,0,august,0,0,0,1,0,0,48,no,na,na,0,0,0,0,0,0,0,0,0,no,0,45,40000,no,0,0,manual,no,na,Yes,50,80,2.82484999895096,Friday,August,2.25,0.3,2.25,2.4,0,0,2.25,0.9,900
1998-F-4965,2023-08-25T14:50:30Z,2023-08-26T06:46:04Z,2023-08-25,no,Mangu,Kombun,1998,Female,Married,3,secondary_education,rented,zinc,christian,no,na,april,100,bags,9,0,35000,4000,7,5,6,145000,Luna fungicides,100,4000,no,5,no,diamant,0,0,0,0,0,1,august,0,0,0,1,0,0,74,no,na,na,0,0,0,0,0,0,0,0,0,no,0,71,37000,no,0,0,manual,no,na,Yes,50,71.43,955.561066667239,Friday,August,4.5,0.45,4.5,3.7,0,0,3.55,1.42,1420
1998-M-4861,2023-08-26T05:03:07Z,2023-08-26T06:52:58Z,2023-08-26,yes,Pankshin,Ampiya,1998,Male,Married,3,secondary_education,owned,zinc,christian,yes,Ampiya Fadama potato farmers group,may,1,baskets,0,4,35000,17500,3,9,9,120000,Chlorpyrofor carbamaters and Organophosphates glory baking soda vegetables oil mild soap,2,19500,no,4,yes,marabel lady_cristyl other,0,1,1,0,1,0,august,0,0,0,1,0,0,10,yes,no,na,0,0,0,0,0,0,0,0,0,no,0,13,13000,no,0,0,manual,no,na,Yes,47.3,300,109.847566668193,Saturday,August,0.045,0.1,0.09,0.5,0,0,0.65,0.26,260
1998-F-9087,2023-08-27T08:41:50Z,2023-08-27T08:48:37Z,2023-08-27,yes,Kanam,Dengi,1998,Female,divorced,3,secondary_education,rented,zinc,muslim,yes,Nyim farmers,may,1,bags,2,0,20000,45000,4,2,3,96000,Dominator,3,85000,no,2,yes,marabel,0,1,0,0,0,0,august,0,0,0,1,0,0,9,yes,no,na,0,0,0,0,0,0,0,0,0,yes,1.5,4,20000,yes,15,30000,manual,no,na,No,34.62,50,6.79248333374659,Sunday,August,0.045,0.1,0.14,0.45,0,0.07,0.2,0.08,80
1998-F-6709,2023-08-27T09:25:59Z,2023-08-27T09:38:17Z,2023-08-27,no,Kanam,Bagyar,1998,Female,divorced,3,secondary_education,inherited,zinc,muslim,no,na,may,1,bags,2,0,45000,45000,4,1,3,96000,Glory,3,95000,no,2,no,caruso,1,0,0,0,0,0,august,0,0,0,1,0,0,9.5,yes,no,na,0,0,0,0,0,0,0,0,0,yes,1,5,20000,yes,15,30000,manual,no,na,No,32.14,25,12.2933666666349,Sunday,August,0.045,0.1,0.14,0.48,0,0.05,0.25,0.1,100
1998-F-1011,2023-08-27T13:50:40Z,2023-08-27T13:55:22Z,2023-08-27,no,Kanam,Mun,1998,Female,Married,3,non_formal_education,inherited,zinc,muslim,yes,Jirgum widows,may,1,bags,2,0,18000,50000,4,2,3,96000,Glory,3,110000,no,2,no,caruso,1,0,0,0,0,0,august,0,0,0,1,0,0,13,yes,no,na,0,0,0,0,0,0,0,0,0,yes,1.5,6,20000,yes,15,30000,manual,no,na,No,31.25,50,4.69793333212535,Sunday,August,0.045,0.1,0.14,0.65,0,0.07,0.3,0.12,120
1998-F-3917,2023-09-01T09:06:54Z,2023-09-01T09:26:30Z,2023-09-01,no,Jos North,Naraguta,1998,Female,Married,3,secondary_education,inherited,zinc,muslim,yes,Young farmers,april,6,baskets,0,3,36000,5000,150,50,150,51000,Glory,0,0,yes,3,no,nicola,0,0,0,1,0,0,july,0,0,1,0,0,0,24,no,na,na,0,0,0,0,0,0,0,0,0,yes,1,20,15000,yes,1,5000,manual,no,na,Yes,100,33.33,19.5985500017802,Friday,September,0.27,0.07,0,1.2,0,0.05,1,0.4,400
1998-M-8814,2023-09-02T20:38:57Z,2023-09-03T03:19:34Z,2023-09-02,no,Qua'an Pan,Dokan kasuwa,1998,Male,Single,3,secondary_education,inherited,zinc,christian,yes,Jagatnoeg cooperative society,june,1,bags,1,0,18000,9000,1,0,1,30000,Pestuck,20,50000,no,5,yes,marabel nicola diamant,0,1,0,1,0,1,august,0,0,0,1,0,0,3,yes,no,na,0,0,0,0,0,0,0,0,0,yes,1,3,25200,no,0,0,manual,no,na,No,15.25,0,400.615966665745,Saturday,September,0.045,0.05,0.9,0.15,0,0.05,0.15,0.06,60
