id,today,survey_day,survey_month,lga_of_residence,village,time_taken,birth_year,gender,marital_status,household_size,educational_level,living_arrangement,roof_type,coop_society_member,planting_time,potato_farmsize_ha,farmsize_others_ha,potato_seeds_tons,cost_of_seeds,cost_of_farm_prep,total_fert_bags_purchased,total_cost_of_fert,mixed_cropping,years_of_experience,prior_participation,potato_variety,time_of_harvest,potato_harvested_tons,need_a_store,find_storage_facility,qty_potato_stored_tons,post_harvest_losses,post_harvest_loss_tons,potato_sold_tons,potato_price_kg,potato_price_ton,hired_labourers,hired_labourers_num,labourers_wages,nature_of_labour
1990-F-0054,2023-09-03,Sunday,September,Jos South,Chugwi Vwang,17.8305500030518,1990,Female,Married,3,tertiary_education,inherited,zinc,yes,may,0.09,0.14,0.07,45000,13000,2,53000,yes,6,no,other,august,0.6,no,na,0,no,0,0.5,370,370000,yes,12,24000,manual
1990-M-2438,2023-08-21,Monday,August,Mangu,DUNGBIN,4.15956666469574,1990,Male,Single,2,non_formal_education,inherited,zinc,no,may,4.5,4.5,0.25,100000,50000,4,100000,yes,6,no,marabel,august,3,yes,yes,2.5,no,0,1.75,400,400000,yes,5,60000,manual
1989-F-0657,2023-08-30,Wednesday,August,Jos East,Fobur,3.9902666648229,1989,Female,Married,10,secondary_education,owned,zinc,yes,may,0.27,0.45,0.4,158000,38000,7,142000,yes,10,yes,caruso marabel other,august,1.1,no,na,0,no,0,1,370,370000,no,0,0,manual
1989-M-8521,2023-09-02,Saturday,September,Jos East,Firse,4.72601666847865,1989,Male,Married,10,secondary_education,owned,zinc,yes,may,0.27,0.36,0.4,112000,42000,6,128000,yes,10,no,marabel lady_cristyl other,august,1.1,no,na,0,no,0,1,370,370000,no,0,0,manual
1989-M-9029,2023-08-17,Thursday,August,Mangu,Dunglar,11.2554499983788,1989,Male,Married,9,secondary_education,owned,zinc,no,may,4.5,4.5,0.4,240000,50000,5,125000,no,8,no,marabel,august,4,yes,yes,2.5,yes,0.1,2.5,700,700000,yes,8,40000,manual
1989-M-0510,2023-08-19,Saturday,August,Mangu,Kumbun,12.1139999985695,1989,Male,Married,9,secondary_education,inherited,thatched,no,may,4.5,2.25,0.15,45000,25000,2,50000,no,8,no,marabel,august,0.75,no,na,0,no,0,0.7,360,360000,no,0,0,manual
1989-F-5171,2023-08-19,Saturday,August,Mangu,Kumbun,11.961483335495,1989,Female,Married,8,secondary_education,owned,zinc,no,may,4.5,2.25,0.25,60000,40000,4,100000,no,8,no,caruso,august september,1.6,no,na,0,no,0,1,400,400000,no,0,0,manual
1989-M-1901,2023-08-21,Monday,August,Mangu,Panyam,12.1668833335241,1989,Male,Married,8,secondary_education,owned,zinc,no,may,4.5,4.5,0.15,60000,40000,4,100000,yes,6,no,lady_cristyl,august,1.75,yes,yes,1.5,no,0,1.45,400,400000,no,0,0,manual
1989-M-0785,2023-08-21,Monday,August,Mangu,Panyam,6.72603333393733,1989,Male,Married,8,secondary_education,inherited,zinc,no,may,4.5,4.5,0.25,100000,40000,4,100000,no,6,no,lady_cristyl,august,1.4,no,na,0,no,0,1.25,400,400000,no,0,0,manual
1989-F-7599,2023-08-22,Tuesday,August,Jos East,Igunrichi-Febas,6.1246000011762,1989,Female,Married,8,primary_education,owned,zinc,yes,may,0.32,0.36,0.4,126000,38000,8,168000,yes,6,yes,caruso marabel nicola,august,1.05,no,na,0,no,0,1,380,380000,yes,4,22000,manual
1989-F-1252,2023-08-23,Wednesday,August,Jos East,Ritek,25.9684333324432,1989,Female,Married,8,non_formal_education,owned,zinc,yes,may,0.22,0.22,0.3,86000,30000,6,128000,yes,6,yes,caruso marabel,august,0.95,no,na,0,no,0,0.9,372,372000,yes,3,18000,manual
1989-F-6342,2023-08-30,Wednesday,August,Jos East,Natong Fursa,4.74988332986832,1989,Female,Married,8,non_formal_education,owned,zinc,yes,may,0.22,0.22,0.3,74000,22000,4,82000,yes,8,yes,marabel nicola other,august,0.9,no,na,0,no,0,0.85,368,368000,yes,4,28000,manual
1989-M-5764,2023-08-30,Wednesday,August,Jos East,Natong Fursa,4.37406666676203,1989,Male,Married,8,secondary_education,owned,zinc,yes,may,0.36,0.45,0.5,168000,45000,8,168000,yes,15,yes,marabel nicola other,august,1.3,no,na,0,no,0,1.25,366,366000,no,0,0,manual
1989-M-2423,2023-08-31,Thursday,August,Jos East,NATON,3.83969999949137,1989,Male,Married,8,secondary_education,owned,zinc,yes,may,0.32,0.36,0.45,175000,35000,7,148000,yes,10,yes,caruso marabel other,august,1.2,no,na,0,no,0,1.1,374,374000,no,0,0,manual
1989-F-4970,2023-08-17,Thursday,August,Jos East,GADA,465.626616668701,1989,Female,Married,7,secondary_education,owned,zinc,yes,may,0.27,0.45,0.35,105000,52000,10,250000,yes,6,yes,caruso marabel,august,0.9,no,na,0,no,0,0.8,370,370000,no,0,0,manual
1989-F-0950,2023-08-31,Thursday,August,Jos East,Fobur A,4.16703333059947,1989,Female,Married,7,secondary_education,owned,zinc,yes,may,0.22,0.27,0.35,128000,32000,5,105000,yes,10,yes,caruso marabel other,august,0.95,no,na,0,no,0,0.9,372,372000,yes,3,25000,manual
1989-M-7052,2023-08-17,Thursday,August,Mangu,Dapuri,4.28963333368301,1989,Male,Married,6,primary_education,owned,thatched,no,april,4.5,4.5,0.35,35000,2000,5,150000,no,6,no,caruso,august,3.25,no,na,0,no,0,3,760,760000,no,0,0,manual
1989-F-5246,2023-08-22,Monday,August,Mangu,PANYAM,3.64003333250682,1989,Female,Married,6,non_formal_education,owned,zinc,no,may,4.5,4.5,0.25,100000,50000,4,100000,no,7,yes,caruso,july,2.45,yes,yes,2.25,no,0,1.5,400,400000,yes,4,45000,manual
1989-M-3410,2023-08-22,Tuesday,August,Mangu,DEPURI,3.53033333222071,1989,Male,Married,6,primary_education,owned,zinc,no,may,9,4.5,0.5,200000,100000,8,200000,no,6,no,marabel,july,5,yes,yes,4.75,no,0,4,400,400000,yes,10,100000,manual
1989-M-7418,2023-08-22,Tuesday,August,Mangu,KOGUL,3.02561666965485,1989,Male,Married,6,primary_education,owned,zinc,no,may,9,4.5,0.5,200000,95000,8,200000,no,8,no,caruso,july,5,yes,yes,4.5,no,0,3.75,400,400000,yes,9,100000,manual
1989-F-2123,2023-08-30,Wednesday,August,Jos South,Kuru,294.090849999587,1989,Female,Married,6,secondary_education,owned,zinc,yes,may,0.14,0.09,0.12,75000,14000,3,78000,yes,18,yes,marabel,july,0.95,no,na,0,no,0,0.9,370,370000,yes,5,10000,manual
1989-F-5916,2023-08-30,Wednesday,August,Jos South,Kuru,229.900850001971,1989,Female,Married,6,tertiary_education,owned,zinc,yes,may,0.14,0.09,0.12,75000,15000,2,53000,yes,9,yes,marabel,july,0.75,no,na,0,no,0,0.7,360,360000,yes,6,12000,manual
1989-F-2892,2023-08-18,Thursday,August,Pankshin,Longji Laraya,4.86348333358765,1989,Female,Married,5,tertiary_education,owned,zinc,yes,may,0.09,0.09,0.1,60000,16000,5,120000,no,6,no,other,august september,0.9,yes,no,0,yes,0.1,0.8,304,304000,no,0,0,manual
1989-M-7414,2023-08-21,Monday,August,Mangu,MURAM,4.36163333257039,1989,Male,Married,5,non_formal_education,inherited,zinc,no,may,4.5,4.5,0.25,100000,60000,4,100000,yes,6,no,caruso,august,2.5,yes,yes,2,no,0,1.5,440,440000,yes,5,55000,manual
1989-F-4604,2023-08-23,Wednesday,August,Barkin Ladi,Lahwop,547.602699999015,1989,Female,Married,5,secondary_education,inherited,thatched,yes,march,0.18,0.14,0.1,75000,30000,200,90000,yes,10,yes,marabel,june,1.3,yes,yes,1.25,yes,0.05,1.25,380,380000,yes,5,20000,manual
1989-F-4300,2023-08-24,Thursday,August,Jos South,Zawan,35.6171166658402,1989,Female,Married,5,tertiary_education,owned,zinc,yes,may,0.09,0.04,0.1,60000,10000,1,27000,yes,8,no,marabel,august,0.5,no,na,0,no,0,0.25,360,360000,yes,4,8000,manual
1989-F-8461,2023-08-24,Thursday,August,Jos South,Zawan,29.1353166659673,1989,Female,Married,5,tertiary_education,owned,zinc,yes,april,0.09,0.04,0.1,60000,10000,2,52000,yes,12,no,marabel other,august,0.6,no,na,0,no,0,0.5,380,380000,yes,8,16000,manual
1989-F-4677,2023-08-25,Friday,August,Jos South,Turu,20.9842333316803,1989,Female,Married,5,secondary_education,inherited,zinc,yes,may,0.09,0.14,0.1,60000,10000,2,52000,yes,12,no,other,august,0.65,no,na,0,no,0,0.55,360,360000,yes,2,3000,manual
1989-M-0717,2023-08-27,Sunday,August,Mangu,A/west,2.29620000123978,1989,Male,Married,5,secondary_education,owned,zinc,no,april,6.75,6.75,0.55,35000,4000,7,175000,no,2,no,marabel,july,4.35,no,na,0,no,0,4.25,780,780000,no,0,0,manual
1989-F-0437,2023-09-01,Friday,September,Jos South,Kuru,26.4990166664124,1989,Female,Married,5,tertiary_education,inherited,zinc,yes,may,0.09,0.04,0.1,60000,14000,2,53000,yes,11,no,other,august,1.05,no,na,0,no,0,1,380,380000,yes,13,26000,manual
1989-F-0253,2023-09-03,Sunday,September,Jos South,Hwak Kuru,476.363883332411,1989,Female,Married,5,secondary_education,inherited,zinc,yes,may,0.09,0.09,0.1,60000,12000,2,53000,yes,9,no,marabel,july,0.85,no,na,0,no,0,0.8,360,360000,yes,16,32000,manual
1989-M-3299,2023-08-19,Saturday,August,Jos North,Nepa,11.6213833371798,1989,Male,Married,4,tertiary_education,rented,zinc,yes,may,3.6,0.18,1,48000,20000,1,48000,yes,10,no,nicola,september,3,no,na,0,yes,0.6,2.25,460,460000,yes,10,50000,manual
1989-F-2457,2023-08-20,Sunday,August,Bassa,Miango,20.0859833359718,1989,Female,Married,4,secondary_education,owned,zinc,yes,may,0.14,0.41,0.15,54000,32000,3,75000,no,9,no,nicola,july,1.25,no,na,0,yes,0.1,1.15,440,440000,yes,20,42000,manual
1989-M-7645,2023-08-21,Monday,August,Mangu,AMLAR,5.07848333120346,1989,Male,Single,4,tertiary_education,rented,zinc,no,may,4.5,4.5,0.25,100000,50000,4,100000,yes,4,no,marabel,august,2.6,yes,yes,2.25,no,0,2,460,460000,yes,4,40000,manual
1989-M-2620,2023-08-21,Monday,August,Mangu,KERANG,5.24296666781108,1989,Male,Married,4,non_formal_education,inherited,zinc,no,may,9,4.5,0.5,200000,120000,8,200000,no,5,no,marabel,august,2.5,yes,yes,1.75,no,0,1.4,440,440000,yes,10,100000,manual
1989-M-0705,2023-08-21,Monday,August,Mangu,NPANG(TIM),4.70535000165304,1989,Male,Married,4,primary_education,owned,zinc,no,may,4.5,4.5,0.25,100000,50000,4,100000,yes,7,no,caruso,august,3,yes,yes,2.5,no,0,2,400,400000,yes,5,50000,manual
1989-M-9282,2023-08-22,Tuesday,August,Mangu,KOGUL,4.05293333530426,1989,Male,Married,4,non_formal_education,inherited,zinc,no,may,9,4.5,0.5,200000,100000,8,200000,no,5,no,caruso,july,5,yes,yes,4.5,no,0,4,400,400000,yes,8,85000,manual
1989-M-5216,2023-08-22,Tuesday,August,Mangu,DUNGLA'AR,3.44348333676656,1989,Male,Married,4,non_formal_education,owned,zinc,no,may,9,4.5,0.5,200000,100000,8,200000,yes,4,no,marabel,august,5.5,yes,yes,5.25,no,0,4.75,400,400000,yes,10,100000,manual
1989-F-8683,2023-08-23,Wednesday,August,Bassa,Miango,11.8086000005404,1989,Female,Single,4,secondary_education,owned,zinc,yes,may,0.14,0.36,0.15,54000,8,3,54000,no,7,no,nicola,july,1.45,no,na,0,yes,0.15,1.3,460,460000,yes,17,44000,manual
1989-F-1400,2023-08-24,Thursday,August,Jos South,Zawan,21.7758166670799,1989,Female,Married,4,secondary_education,owned,zinc,yes,may,0.09,0.04,0.07,45000,10000,2,52000,yes,12,no,marabel,august,0.55,no,na,0,no,0,0.5,350,350000,yes,5,10000,manual
1989-F-6097,2023-08-25,Friday,August,Jos South,Turu,14.354300002257,1989,Female,Married,4,tertiary_education,inherited,zinc,yes,april,0.14,0.09,0.12,75000,12000,2,78000,yes,10,no,marabel,july,0.75,no,na,0,no,0,0.6,370,370000,yes,3,6000,manual
1989-M-9142,2023-08-31,Wednesday,August,Jos South,Chuni Vwang,986.348233334223,1989,Male,Married,4,secondary_education,owned,zinc,yes,may,0.18,0.14,0.2,120000,25000,4,106000,yes,9,no,marabel,august,1.3,no,na,0,no,0,1.15,350,350000,yes,10,20000,manual
1989-M-9525,2023-08-31,Thursday,August,Jos South,Turu Vwang,81.7789666652679,1989,Male,Married,4,tertiary_education,inherited,zinc,yes,may,0.09,0.04,0.1,60000,10000,2,53000,yes,8,no,marabel,july,0.8,no,na,0,no,0,0.75,360,360000,yes,11,22000,manual
1989-F-4282,2023-09-03,Sunday,September,Jos South,Farinlamba Turu,610.526933332284,1989,Female,Married,4,secondary_education,owned,zinc,yes,may,0.09,0.09,0.1,60000,10000,2,53000,yes,9,no,marabel,july,0.85,yes,yes,0.75,yes,0.05,0.75,370,370000,yes,13,26000,manual
1989-M-8002,2023-08-17,Thursday,August,Mangu,Formulam,6.38216666777929,1989,Male,Married,3,tertiary_education,rented,zinc,no,april,2.25,2.25,0.2,35000,2000,2,45000,no,3,no,nicola,august,1.45,no,na,0,no,0,1.35,780,780000,no,0,0,manual
1989-F-100,2023-08-19,Saturday,August,Mangu,Bwor,2.45416666666667,1989,Female,Married,3,tertiary_education,owned,zinc,no,april,4.5,4.5,0.4,36000,3000,5,95000,no,5,no,diamant,august,2.05,no,na,0,no,0,1.95,760,760000,no,0,0,manual
1989-M-5346,2023-08-24,Thursday,August,Mangu,Panyam,3.19496666590373,1989,Male,Married,3,secondary_education,owned,zinc,no,april,4.5,4.5,0.4,38000,3500,6,150000,no,5,no,other,july,3.45,no,na,0,no,0,3.3,780,780000,no,0,0,manual
1989-F-6498,2023-08-24,Thursday,August,Mangu,Panyam,3.48540000120799,1989,Female,Married,3,tertiary_education,owned,zinc,no,april,4.5,4.5,0.45,37000,4000,7,145000,no,5,no,nicola,august,3.8,no,na,0,no,0,3.7,780,780000,no,0,0,manual
1989-F-4060,2023-08-27,Sunday,August,Mangu,A/west,2.46963333686193,1989,Female,Married,3,secondary_education,owned,thatched,no,april,2.25,2.25,0.3,36000,3000,4,85000,no,2,no,marabel,july,1.7,no,na,0,no,0,1.6,760,760000,no,0,0,manual
1989-M-9644,2023-08-27,Sunday,August,Mangu,A/west,2.31064999898275,1989,Male,Married,3,secondary_education,owned,zinc,no,april,2.25,2.25,0.25,35000,3000,3,68000,no,1,no,nicola,august,1.75,no,na,0,no,0,1.55,760,760000,no,0,0,manual
1989-M-6154,2023-08-30,Wednesday,August,Jos South,Kuru,45.8065500020981,1989,Male,Married,3,secondary_education,inherited,zinc,yes,may,0.09,0.04,0.1,60000,12000,2,53000,yes,10,yes,nicola,july,0.6,no,na,0,no,0,0.55,340,340000,yes,4,8000,manual
1989-M-7625,2023-08-30,Wednesday,August,Jos South,Kuru,86.7193666696548,1989,Male,Married,3,secondary_education,inherited,zinc,yes,may,0.09,0.09,0.1,60000,12000,2,53000,yes,13,yes,marabel,july,0.7,no,na,0,no,0,0.65,340,340000,yes,6,12000,manual
1989-F-1335,2023-09-03,Sunday,September,Jos North,Babale,11.2857833345731,1989,Female,Married,3,tertiary_education,rented,zinc,yes,april,0.36,0,0.15,38000,16000,3,86000,yes,6,yes,marabel,july,1.5,yes,yes,1.4,yes,0.15,1,370,370000,yes,3,20000,manual
1989-F-9418,2023-08-25,Friday,August,Mangu,Sabon gida,3.48725000222524,1989,Female,Married,2,secondary_education,owned,zinc,no,april,4.5,4.5,0.45,35000,3500,6,145000,no,4,yes,lady_cristyl,august,3.8,no,na,0,no,0,3.6,760,760000,no,0,0,manual
1988-M-7769,2023-09-01,Friday,September,Barkin Ladi,Kuzen,3.23188333511353,1988,Male,Married,9,secondary_education,owned,thatched,no,april,0.14,0.04,0.07,5000,2000,3,900,no,11,yes,caruso,may june,1.9,no,na,0,no,0,1.5,360,360000,no,0,0,manual
1988-F-4063,2023-08-21,Monday,August,Jos East,FEDERE,5.25098333358765,1988,Female,Married,8,non_formal_education,inherited,zinc,yes,may,0.22,0.27,0.3,90000,35000,5,110000,yes,5,yes,marabel other,august,0.85,no,na,0,no,0,0.8,380,380000,yes,5,52000,manual
1988-M-3626,2023-08-21,Monday,August,Jos East,Kutakuwi,723.223416670163,1988,Male,Married,8,non_formal_education,owned,zinc,no,may,0.27,0.36,0.35,152000,0,7,148000,yes,8,no,caruso marabel,august,0.9,no,na,0,no,0,0.85,370,370000,no,0,0,manual
1988-M-8311,2023-08-25,Friday,August,Jos East,Itong Fursum,6.66633333365122,1988,Male,Married,8,secondary_education,owned,zinc,yes,may,0.36,0.54,0.5,98000,38000,8,168000,yes,6,yes,caruso other,july august,1.05,yes,yes,0.75,no,0,0.3,372,372000,no,0,0,manual
1988-M-0630,2023-08-25,Friday,August,Jos East,Fursum,7.15841666857402,1988,Male,Married,8,secondary_education,inherited,zinc,yes,may,0.32,1440,0.4,68000,28000,7,7,yes,6,no,marabel other,august,0.95,no,na,0,no,0,0.9,368,368000,no,0,0,manual
1988-M-8734,2023-09-02,Saturday,September,Jos East,Danche,4.04226666688919,1988,Male,Married,8,tertiary_education,inherited,zinc,yes,may,0.22,0.36,0.35,108000,32000,5,108000,yes,9,no,caruso marabel other,august,1.1,no,na,0,no,0,1,378,378000,no,0,0,manual
1988-M-8756,2023-08-22,Monday,August,Mangu,KOMBUN,4.43075000047684,1988,Male,Married,6,non_formal_education,owned,zinc,no,may,9,4.5,0.5,200000,100000,8,200000,no,6,no,marabel,july,5.6,yes,yes,5.25,no,0,4.75,400,400000,yes,8,90000,manual
1988-M-4055,2023-08-22,Tuesday,August,Mangu,KOGUL,3.35123333136241,1988,Male,Married,6,non_formal_education,owned,zinc,no,may,9,4.5,0.5,200000,100000,8,200000,no,6,yes,marabel,july,5.6,yes,yes,5,no,0,4.5,400,400000,yes,9,100000,manual
1988-M-7363,2023-09-02,Saturday,September,Jos East,Maigemu,4.37358333269755,1988,Male,Married,6,secondary_education,owned,zinc,yes,may,0.18,0.32,0.3,98000,32000,4,88000,yes,10,no,caruso other,august,1.1,no,na,0,no,0,1.05,374,374000,no,0,0,manual
1988-F-3553,2023-09-03,Sunday,September,Jos South,Farinlamba Turu,502.284649999936,1988,Female,Married,6,secondary_education,inherited,zinc,yes,may,0.14,0.09,0.15,90000,17000,3,80000,yes,10,no,other,august,1.1,yes,yes,0.5,yes,0.05,1,370,370000,yes,15,30000,manual
1988-F-3185,2023-09-03,Sunday,September,Jos South,Chugwi Vwang,8.16083333094915,1988,Female,Married,6,tertiary_education,owned,zinc,yes,may,0.09,0.14,0.1,60000,14000,2,53000,yes,8,no,other,august,0.9,no,na,0,no,0,0.8,360,360000,yes,16,32000,manual
1988-M-2969,2023-09-04,Monday,September,Jos North,Amanzah,72.3101166685422,1988,Male,Married,6,secondary_education,owned,zinc,yes,may,0.54,0.99,0.15,69000,18000,200,78000,yes,9,no,nicola,july,2.3,no,na,0,yes,0.2,1.9,320,320000,yes,3,18000,manual
1988-F-4518,2023-08-20,Sunday,August,Jos South,Gyel,5.18071666558584,1988,Female,Married,5,tertiary_education,inherited,zinc,yes,april,0.09,0.04,0.1,60000,15000,2,52000,yes,10,yes,marabel,august,0.65,no,na,0,yes,0.05,0.55,360,360000,yes,13,26000,manual
1988-F-4810,2023-08-22,Tuesday,August,Jos South,Guratop,21.367666665713,1988,Female,Married,5,tertiary_education,inherited,zinc,yes,april,0.09,0.04,0.1,60000,10000,2,50000,yes,12,yes,marabel,july,0.65,no,na,0,no,0,0.6,360,360000,yes,5,100000,manual
1988-M-4099,2023-08-22,Tuesday,August,Mangu,KWA,4.70935000181198,1988,Male,Married,5,non_formal_education,inherited,zinc,no,may,9,4.5,0.5,200000,100000,8,200000,no,6,no,marabel,july,5.75,yes,yes,5.25,no,0,4.5,400,400000,yes,10,100000,manual
1988-F-4311,2023-08-22,Tuesday,August,Mangu,KOGUL,3.31365000009537,1988,Female,Married,5,non_formal_education,owned,zinc,no,may,9,4.5,0.5,200000,100000,8,200000,no,5,no,caruso,august,5.75,yes,yes,5.25,no,0,4.5,400,400000,yes,10,100000,manual
1988-M-8567,2023-08-22,Tuesday,August,Jos North,Babale,7.77281666596731,1988,Male,Married,5,secondary_education,inherited,zinc,yes,april,0.45,0,0.12,35000,38000,3,22800,yes,11,yes,marabel,july,1.8,yes,yes,1.4,yes,0.05,0.45,368,368000,yes,6,48000,manual
1988-M-4146,2023-08-23,Wednesday,August,Mangu,ANGWAN MUPUN,3.46326666673024,1988,Male,Married,5,non_formal_education,owned,zinc,no,may,13.5,4.5,0.75,300000,150000,12,300000,yes,5,no,caruso,july,8.9,yes,yes,8.5,no,0,8,400,400000,yes,15,150000,manual
1988-F-9361,2023-08-23,Wednesday,August,Jos South,Zawan,31.4285000006358,1988,Female,Married,5,tertiary_education,owned,zinc,yes,may,0.09,0.09,0.07,45000,10000,2,50000,yes,13,no,marabel other,august,0.55,no,na,0,no,0,0.5,360,360000,yes,4,8000,manual
1988-F-3441,2023-08-24,Thursday,August,Bassa,Miango,13.8723333358765,1988,Female,Married,5,secondary_education,owned,zinc,yes,april,0.14,0.27,0.15,60000,32000,3,75000,no,6,no,nicola,june,1.4,no,na,0,yes,0.15,1.25,440,440000,yes,20,40000,manual
1988-M-5878,2023-08-24,Thursday,August,Jos South,Zawan,54.9445166667302,1988,Male,Married,5,tertiary_education,inherited,zinc,yes,may,0.18,0.09,0.2,120000,22000,4,106000,yes,7,no,marabel,august,0.95,no,na,0,no,0,0.9,360,360000,yes,6,12000,manual
1988-F-8480,2023-08-24,Thursday,August,Jos South,Zawan,69.1044166684151,1988,Female,Married,5,tertiary_education,inherited,zinc,yes,may,0.09,0.09,0.07,45000,9000,2,52000,yes,18,no,nicola diamant,august,0.5,yes,no,0,yes,0.05,0.45,360,360000,yes,5,10000,manual
1988-F-9036,2023-08-25,Friday,August,Jos South,Dasha Vwang,72.8202999989192,1988,Female,Married,5,secondary_education,owned,zinc,yes,may,0.14,0.09,0.1,60000,8000,2,53000,yes,10,no,marabel,august,0.6,no,na,0,no,0,0.5,360,360000,yes,3,4500,manual
1988-F-7264,2023-08-26,Saturday,August,Jos South,Turu Vwang,1109.05938333273,1988,Female,Married,5,tertiary_education,owned,zinc,yes,may,0.14,0.18,0.12,75000,10000,3,78000,yes,9,no,marabel,july,0.75,no,na,0,no,0,0.7,360,360000,yes,4,8000,manual
1988-M-0134,2023-08-30,Wednesday,August,Jos South,Kuru,16.77821666797,1988,Male,Married,5,tertiary_education,inherited,zinc,yes,may,0.18,0.09,0.2,120000,24000,4,106000,yes,15,yes,other,august,1.6,yes,no,0,yes,0.05,1.5,380,380000,yes,12,24000,manual
1988-F-4352,2023-08-30,Wednesday,August,Jos South,Kuru,10.3669666687647,1988,Female,Married,5,tertiary_education,inherited,zinc,yes,may,0.14,0.09,0.12,75000,12000,2,53000,yes,9,yes,nicola,august,0.65,yes,no,0,yes,0,0.6,350,350000,yes,6,12000,manual
1988-F-0715,2023-08-30,Wednesday,August,Jos South,Kuru,271.303433330854,1988,Female,Married,5,secondary_education,owned,zinc,yes,may,0.09,0.09,0.1,60000,11000,2,53000,yes,10,yes,marabel,july,0.7,no,na,0,no,0,0.6,320,320000,yes,4,7500,manual
1988-M-7908,2023-08-21,Monday,August,Jos South,Vwang,36.9515166640282,1988,Male,Married,4,tertiary_education,owned,zinc,yes,may,0.18,0.14,0.2,120000,20000,4,100000,yes,8,no,nicola,august,0.9,no,na,0,no,0,0.75,350,350000,yes,5,10000,manual
1988-M-8254,2023-08-21,Monday,August,Mangu,MWAGHABAK,4.58409999608994,1988,Male,Married,4,non_formal_education,inherited,zinc,no,may,4.5,4.5,0.25,100000,50000,4,100000,yes,5,yes,marabel,august,2.5,yes,yes,2,no,0,1.5,400,400000,yes,5,50000,manual
1988-M-0909,2023-08-22,Tuesday,August,Mangu,KOGUL,3.90290000041326,1988,Male,Married,4,non_formal_education,owned,zinc,no,may,9,4.5,0.5,200000,100000,8,200000,no,6,no,marabel,july,5.4,yes,yes,4.9,no,0,4.25,400,400000,yes,10,100000,manual
1988-M-6042,2023-08-22,Tuesday,August,Mangu,KWA,3.94888333479563,1988,Male,Married,4,non_formal_education,owned,zinc,no,may,9,4.5,0.5,200000,10000,8,200000,no,6,no,marabel,august,5.5,yes,yes,5,no,0,4.25,400,400000,yes,10,100000,manual
1988-F-2181,2023-08-24,Thursday,August,Mangu,Panyam,2.84646666844686,1988,Female,Married,4,secondary_education,owned,zinc,no,april,4.5,4.5,0.45,35000,3000,7,178000,no,4,no,lady_cristyl,july,3.75,no,na,0,no,0,3.5,760,760000,no,0,0,manual
1988-F-8816,2023-08-24,Thursday,August,Jos South,Turu,9.18806666533152,1988,Female,Married,4,tertiary_education,inherited,zinc,yes,may,0.09,0.09,0.07,45000,7000,2,56000,yes,18,no,other,august,0.55,no,na,0,no,0,0.5,370,370000,yes,5,10000,manual
1988-F-3625,2023-08-24,Thursday,August,Bassa,Kisanchi,291.020483334859,1988,Female,Married,4,secondary_education,owned,zinc,yes,april,0.09,0.32,0.1,32000,19000,2,55000,no,8,no,marabel,june,0.85,no,na,0,yes,0.1,0.75,440,440000,yes,11,25000,manual
